1 9 16 -> 79 fr=7 (0.1400), cf=0.636, gamma=3.535, delta=0.100, M=-9.208e+00
3 46 50 -> 59 fr=11 (0.2200), cf=0.579, gamma=2.227, delta=0.121, M=-9.176e+00
13 16 40 50 -> 48 fr=6 (0.1200), cf=1.000, gamma=3.846, delta=0.089, M=-9.133e+00
0 13 16 22 50 -> 48 fr=6 (0.1200), cf=1.000, gamma=3.846, delta=0.089, M=-9.133e+00
1 46 -> 50 fr=14 (0.2800), cf=0.824, gamma=1.872, delta=0.130, M=-9.087e+00
3 22 38 -> 52 fr=14 (0.2800), cf=0.636, gamma=1.872, delta=0.130, M=-9.087e+00
21 -> 9 fr=7 (0.1400), cf=1.000, gamma=3.125, delta=0.095, M=-9.075e+00
38 79 -> 9 fr=7 (0.1400), cf=1.000, gamma=3.125, delta=0.095, M=-9.075e+00
14 23 -> 9 fr=7 (0.1400), cf=1.000, gamma=3.125, delta=0.095, M=-9.075e+00
1 19 -> 9 fr=7 (0.1400), cf=1.000, gamma=3.125, delta=0.095, M=-9.075e+00
7 14 -> 9 fr=7 (0.1400), cf=1.000, gamma=3.125, delta=0.095, M=-9.075e+00
6 19 20 -> 9 fr=7 (0.1400), cf=1.000, gamma=3.125, delta=0.095, M=-9.075e+00
45 46 50 -> 74 fr=8 (0.1600), cf=0.667, gamma=3.030, delta=0.107, M=-9.062e+00
3 45 50 -> 74 fr=8 (0.1600), cf=0.667, gamma=3.030, delta=0.107, M=-9.062e+00
39 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
1 16 -> 79 fr=9 (0.1800), cf=0.429, gamma=2.381, delta=0.104, M=-9.051e+00
13 48 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
22 48 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
20 47 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
11 14 45 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
11 14 46 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
14 37 47 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
14 37 46 -> 40 fr=9 (0.1800), cf=1.000, gamma=2.381, delta=0.104, M=-9.051e+00
5 61 -> 91 fr=7 (0.1400), cf=0.700, gamma=3.500, delta=0.100, M=-9.037e+00
7 9 -> 23 fr=7 (0.1400), cf=0.700, gamma=3.500, delta=0.100, M=-9.037e+00
9 14 -> 23 fr=7 (0.1400), cf=0.700, gamma=3.500, delta=0.100, M=-9.037e+00
2 21 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
2 17 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
2 17 -> 19 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
2 23 -> 19 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
2 19 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
2 20 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
1 2 -> 19 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
2 20 -> 19 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
74 75 -> 51 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
59 75 -> 51 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
17 21 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
14 21 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
17 23 -> 19 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
17 19 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
9 17 -> 23 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
9 17 -> 19 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
22 23 -> 19 fr=5 (0.1000), cf=1.000, gamma=5.000, delta=0.080, M=-9.037e+00
